taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (Grauer's),structural_zero (Mountain),structural_zero (Western)
GO:0030026: [BP] cellular manganese ion homeostasis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030036: [BP] actin cytoskeleton organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030041: [BP] actin filament polymerization,375,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030091: [BP] protein repair,164,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030148: [BP] sphingolipid biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030152: [BP] bacteriocin biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0030153: [BP] bacteriocin immunity,268,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030163: [BP] protein catabolic process,49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030244: [BP] cellulose biosynthetic process,132,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030245: [BP] cellulose catabolic process,119,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030253: [BP] protein secretion by the type I secretion system,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030254: [BP] protein secretion by the type III secretion system,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030255: [BP] protein secretion by the type IV secretion system,569,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030259: [BP] lipid glycosylation,37,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030261: [BP] chromosome condensation,608,FALSE,FALSE,FALSE,TRUE,0,0,0
"GO:0030388: [BP] fructose 1,6-bisphosphate metabolic process",83,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030416: [BP] methylamine metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030420: [BP] establishment of competence for transformation,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030433: [BP] ER-associated ubiquitin-dependent protein catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030435: [BP] sporulation resulting in formation of a cellular spore,171,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030436: [BP] asexual sporulation,412,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030437: [BP] ascospore formation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030448: [BP] hyphal growth,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030466: [BP] chromatin silencing at silent mating-type cassette,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030488: [BP] tRNA methylation,251,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030497: [BP] fatty acid elongation,783,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:0030632: [BP] D-alanine biosynthetic process,171,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030643: [BP] cellular phosphate ion homeostasis,486,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030655: [BP] beta-lactam antibiotic catabolic process,569,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030702: [BP] chromatin silencing at centromere,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030950: [BP] establishment or maintenance of actin cytoskeleton polarity,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030979: [BP] alpha-glucan biosynthetic process,517,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030980: [BP] alpha-glucan catabolic process,189,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031028: [BP] septation initiation signaling,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031030: [BP] negative regulation of septation initiation signaling,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031119: [BP] tRNA pseudouridine synthesis,114,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031122: [BP] cytoplasmic microtubule organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031124: [BP] mRNA 3-end processing,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031139: [BP] positive regulation of conjugation with cellular fusion,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031145: [BP] anaphase-promoting complex-dependent catabolic process,303,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031146: [BP] SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031167: [BP] rRNA methylation,216,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0031204: [BP] posttranslational protein targeting to membrane, translocation",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031222: [BP] arabinan catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031388: [BP] organic acid phosphorylation,10,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031460: [BP] glycine betaine transport,49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031505: [BP] fungal-type cell wall organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031532: [BP] actin cytoskeleton reorganization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
"GO:0031554: [BP] regulation of DNA-templated transcription, termination",168,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031556: [BP] transcriptional attenuation by ribosome,42,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031564: [BP] transcription antitermination,40,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0031573: [BP] intra-S DNA damage checkpoint,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031684: [BP] heterotrimeric G-protein complex cycle,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0031954: [BP] positive regulation of protein autophosphorylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0032012: [BP] regulation of ARF protein signal transduction,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0032049: [BP] cardiolipin biosynthetic process,14,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032147: [BP] activation of protein kinase activity,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0032196: [BP] transposition,55,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032259: [BP] methylation,270,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032264: [BP] IMP salvage,11,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032265: [BP] XMP salvage,129,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032297: [BP] negative regulation of DNA-dependent DNA replication initiation,321,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032324: [BP] molybdopterin cofactor biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032414: [BP] positive regulation of ion transmembrane transporter activity,44,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032447: [BP] protein urmylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0032508: [BP] DNA duplex unwinding,334,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032543: [BP] mitochondrial translation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
"GO:0032784: [BP] regulation of DNA-templated transcription, elongation",139,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0032786: [BP] positive regulation of DNA-templated transcription, elongation",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
"GO:0032889: [BP] regulation of vacuole fusion, non-autophagic",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0032923: [BP] organic phosphonate biosynthetic process,274,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032955: [BP] regulation of barrier septum assembly,10,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0032956: [BP] regulation of actin cytoskeleton organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0032968: [BP] positive regulation of transcription elongation from RNA polymerase II promoter,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0033014: [BP] tetrapyrrole biosynthetic process,562,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033212: [BP] iron assimilation,11,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033388: [BP] putrescine biosynthetic process from arginine,5,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033390: [BP] putrescine biosynthetic process from arginine via N-carbamoylputrescine,43,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033468: [BP] CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,70,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033512: [BP] L-lysine catabolic process to acetyl-CoA via saccharopine,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033539: [BP] fatty acid beta-oxidation using acyl-CoA dehydrogenase,372,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033554: [BP] cellular response to stress,7,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0033567: [BP] DNA replication, Okazaki fragment processing",201,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033611: [BP] oxalate catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0033962: [BP] cytoplasmic mRNA processing body assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0034077: [BP] butanediol metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0034219: [BP] carbohydrate transmembrane transport,45,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0034220: [BP] ion transmembrane transport,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0034227: [BP] tRNA thio-modification,321,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0034314: [BP] Arp2/3 complex-mediated actin nucleation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0034337: [BP] RNA folding,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0034354: [BP] de novo NAD biosynthetic process from tryptophan,245,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0034599: [BP] cellular response to oxidative stress,425,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0034605: [BP] cellular response to heat,17,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0034613: [BP] cellular protein localization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0035023: [BP] regulation of Rho protein signal transduction,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0035435: [BP] phosphate ion transmembrane transport,174,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0035556: [BP] intracellular signal transduction,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0035690: [BP] cellular response to drug,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0035725: [BP] sodium ion transmembrane transport,381,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0035975: [BP] carbamoyl phosphate catabolic process,22,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0035998: [BP] 7,8-dihydroneopterin 3-triphosphate biosynthetic process",49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0035999: [BP] tetrahydrofolate interconversion,38,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0036104: [BP] Kdo2-lipid A biosynthetic process,522,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0036108: [BP] 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process,44,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042026: [BP] protein refolding,56,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042121: [BP] alginic acid biosynthetic process,20,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042122: [BP] alginic acid catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0042126: [BP] nitrate metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042128: [BP] nitrate assimilation,11,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0042144: [BP] vacuole fusion, non-autophagic",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
"GO:0042147: [BP] retrograde transport, endosome to Golgi",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0042158: [BP] lipoprotein biosynthetic process,44,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042168: [BP] heme metabolic process,819,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:0042173: [BP] regulation of sporulation resulting in formation of a cellular spore,234,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042176: [BP] regulation of protein catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0042245: [BP] RNA repair,581,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0042254: [BP] ribosome biogenesis,41,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042255: [BP] ribosome assembly,243,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042256: [BP] mature ribosome assembly,38,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042262: [BP] DNA protection,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042273: [BP] ribosomal large subunit biogenesis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0042274: [BP] ribosomal small subunit biogenesis,82,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042278: [BP] purine nucleoside metabolic process,125,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042351: [BP] de novo GDP-L-fucose biosynthetic process,491,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042355: [BP] L-fucose catabolic process,13,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042398: [BP] cellular modified amino acid biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042413: [BP] carnitine catabolic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042450: [BP] arginine biosynthetic process via ornithine,75,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042493: [BP] response to drug,72,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042537: [BP] benzene-containing compound metabolic process,67,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042549: [BP] photosystem II stabilization,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042558: [BP] pteridine-containing compound metabolic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042619: [BP] poly-hydroxybutyrate biosynthetic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042621: [BP] poly(3-hydroxyalkanoate) biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0042732: [BP] D-xylose metabolic process,9,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042742: [BP] defense response to bacterium,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042744: [BP] hydrogen peroxide catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042773: [BP] ATP synthesis coupled electron transport,446,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042777: [BP] plasma membrane ATP synthesis coupled proton transport,141,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042779: [BP] tRNA 3-trailer cleavage,141,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042780: [BP] tRNA 3-end processing,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042787: [BP] protein ubiquitination involved in ubiquitin-dependent protein catabolic process,348,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042797: [BP] tRNA transcription from RNA polymerase III promoter,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0042819: [BP] vitamin B6 biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042823: [BP] pyridoxal phosphate biosynthetic process,55,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042838: [BP] D-glucarate catabolic process,86,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042853: [BP] L-alanine catabolic process,781,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:0042866: [BP] pyruvate biosynthetic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042882: [BP] L-arabinose transport,97,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042883: [BP] cysteine transport,57,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042891: [BP] antibiotic transport,80,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042916: [BP] alkylphosphonate transport,331,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0042952: [BP] beta-ketoadipate pathway,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043039: [BP] tRNA aminoacylation,470,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043044: [BP] ATP-dependent chromatin remodeling,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043066: [BP] negative regulation of apoptotic process,6,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043086: [BP] negative regulation of catalytic activity,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043087: [BP] regulation of GTPase activity,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043093: [BP] FtsZ-dependent cytokinesis,204,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043094: [BP] cellular metabolic compound salvage,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043103: [BP] hypoxanthine salvage,663,FALSE,FALSE,FALSE,TRUE,0,0,0
"GO:0043137: [BP] DNA replication, removal of RNA primer",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043161: [BP] proteasome-mediated ubiquitin-dependent protein catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043162: [BP] ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043165: [BP] Gram-negative-bacterium-type cell outer membrane assembly,298,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043171: [BP] peptide catabolic process,519,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043215: [BP] daunorubicin transport,510,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043248: [BP] proteasome assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043266: [BP] regulation of potassium ion transport,334,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043328: [BP] protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043335: [BP] protein unfolding,40,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043419: [BP] urea catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043420: [BP] anthranilate metabolic process,346,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043462: [BP] regulation of ATPase activity,33,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043486: [BP] histone exchange,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043547: [BP] positive regulation of GTPase activity,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0043571: [BP] maintenance of CRISPR repeat elements,47,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043639: [BP] benzoate catabolic process,6,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043640: [BP] benzoate catabolic process via hydroxylation,57,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043711: [BP] pilus organization,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043937: [BP] regulation of sporulation,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043952: [BP] protein transport by the Sec complex,25,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0043953: [BP] protein transport by the Tat complex,47,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044010: [BP] single-species biofilm formation,189,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044038: [BP] cell wall macromolecule biosynthetic process,230,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044179: [BP] hemolysis in other organism,507,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044205: [BP] de novo UMP biosynthetic process,42,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044206: [BP] UMP salvage,347,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044208: [BP] de novo AMP biosynthetic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044209: [BP] AMP salvage,22,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044210: [BP] de novo CTP biosynthetic process,73,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044211: [BP] CTP salvage,492,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044237: [BP] cellular metabolic process,617,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0044238: [BP] primary metabolic process,31,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044248: [BP] cellular catabolic process,311,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044249: [BP] cellular biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0044260: [BP] cellular macromolecule metabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0044262: [BP] cellular carbohydrate metabolic process,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044376: [BP] RNA polymerase II complex import to nucleus,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0044550: [BP] secondary metabolite biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0044571: [BP] [2Fe-2S] cluster assembly,311,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044774: [BP] mitotic DNA integrity checkpoint,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0044780: [BP] bacterial-type flagellum assembly,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0044781: [BP] bacterial-type flagellum organization,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045017: [BP] glycerolipid biosynthetic process,371,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045039: [BP] protein import into mitochondrial inner membrane,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045053: [BP] protein retention in Golgi apparatus,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045116: [BP] protein neddylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045149: [BP] acetoin metabolic process,520,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045150: [BP] acetoin catabolic process,198,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045151: [BP] acetoin biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045226: [BP] extracellular polysaccharide biosynthetic process,17,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045227: [BP] capsule polysaccharide biosynthetic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045228: [BP] slime layer polysaccharide biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
"GO:0045292: [BP] mRNA cis splicing, via spliceosome",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045324: [BP] late endosome to vacuole transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045333: [BP] cellular respiration,877,TRUE,TRUE,TRUE,TRUE,0,0,0
GO:0045454: [BP] cell redox homeostasis,180,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045490: [BP] pectin catabolic process,233,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045493: [BP] xylan catabolic process,80,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045653: [BP] negative regulation of megakaryocyte differentiation,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045717: [BP] negative regulation of fatty acid biosynthetic process,619,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0045727: [BP] positive regulation of translation,80,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045807: [BP] positive regulation of endocytosis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045842: [BP] positive regulation of mitotic metaphase/anaphase transition,416,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045862: [BP] positive regulation of proteolysis,209,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045881: [BP] positive regulation of sporulation resulting in formation of a cellular spore,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
"GO:0045892: [BP] negative regulation of transcription, DNA-templated",93,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0045893: [BP] positive regulation of transcription, DNA-templated",144,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045899: [BP] positive regulation of RNA polymerase II transcriptional preinitiation complex assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045903: [BP] positive regulation of translational fidelity,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045910: [BP] negative regulation of DNA recombination,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045936: [BP] negative regulation of phosphate metabolic process,484,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0045943: [BP] positive regulation of transcription from RNA polymerase I promoter,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045944: [BP] positive regulation of transcription from RNA polymerase II promoter,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045948: [BP] positive regulation of translational initiation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0045982: [BP] negative regulation of purine nucleobase metabolic process,67,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046034: [BP] ATP metabolic process,63,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046039: [BP] GTP metabolic process,11,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046080: [BP] dUTP metabolic process,49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046084: [BP] adenine biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0046104: [BP] thymidine metabolic process,153,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046110: [BP] xanthine metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046113: [BP] nucleobase catabolic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046140: [BP] corrin biosynthetic process,22,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046167: [BP] glycerol-3-phosphate biosynthetic process,34,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046168: [BP] glycerol-3-phosphate catabolic process,30,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046174: [BP] polyol catabolic process,17,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046177: [BP] D-gluconate catabolic process,90,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0046278: [BP] 3,4-dihydroxybenzoate metabolic process",4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046294: [BP] formaldehyde catabolic process,86,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046295: [BP] glycolate biosynthetic process,848,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:0046296: [BP] glycolate catabolic process,25,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046306: [BP] alkanesulfonate catabolic process,5,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046323: [BP] glucose import,142,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046336: [BP] ethanolamine catabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046355: [BP] mannan catabolic process,317,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046373: [BP] L-arabinose metabolic process,523,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046386: [BP] deoxyribose phosphate catabolic process,476,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046392: [BP] galactarate catabolic process,419,FALSE,FALSE,FALSE,FALSE,0,0,0
