source,classification,ID,Species,Culture collection number,Isolation source,Country,Continent,Category 1,Category 2,Category 3
bacdive,Providencia,5090,Providencia vermicola,DSM 17387,associated with nematode <I>Steinernema thermophilum</I>,India,Asia,#Host,#Invertebrates (Other),#Nematoda
bacdive,Thermoguttaceae,131320,Thermogutta terrifontis,"DSM 26237, VKM B-2805",microbial mat and water from a terrestrial hot spring,Russia,Asia,#Condition,#Thermophilic (>45°C),
bacdive,Thermoguttaceae,131320,,,,,,#Environmental,#Terrestrial,
bacdive,Thermoguttaceae,131320,,,,,,#Environmental,#Microbial community,#Microbial mat
bacdive,Thermoguttaceae,131320,,,,,,#Environmental,#Aquatic,#Thermal spring
bacdive,Thermoguttaceae,140938,Thermostilla marina,"JCM 19992, VKM B-2881","Shallow submarine hydrothermal vent###A mixed sample of sand, fluid (thermal water and dissolved gases) and seawater collected at a shallow submarine hydrothermal vent (70° C, pH 6.5-7) at a depth of 0.5 m and a 3 m offshore",Italy,Europe,#Environmental,#Terrestrial,#Sandy
bacdive,Thermoguttaceae,140938,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Thermoguttaceae,140938,,,,,,#Environmental,#Aquatic,#Hydrothermal vent
bacdive,Thermoguttaceae,140938,,,,,,#Condition,#Thermophilic (>45°C),
bacdive,Lancefieldella,156735,Lancefieldella parvula,CCUG 64643,"Human blood,67-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Lancefieldella,156735,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Lancefieldella,156735,,,,,,#Host,#Human,#Male
bacdive,Lancefieldella,3041,Lancefieldella rimae,"DSM 7090, ATCC 49626, CCUG 31168, JCM 10299, CIP 109880, IFO 15546, LMG 11476, NBRC 15546, NCFB 2896",Human gingival crevices###human gingival crevice,,,#Host Body-Site,#Oral cavity and airways,#Tooth
bacdive,Lancefieldella,3041,,,,,,#Host Body-Site,#Oral cavity and airways,#Gingiva
bacdive,Lancefieldella,3041,,,,,,#Host,#Human,
bacdive,Lancefieldella,149981,Lancefieldella rimae,CCUG 38789,Human alveolar abscess,Sweden,Europe,#Infection,#Patient,
bacdive,Lancefieldella,149981,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Lancefieldella,149981,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Lancefieldella,149981,,,,,,#Host,#Human,
bacdive,Lancefieldella,151900,Lancefieldella rimae,CCUG 45151 A,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Lancefieldella,151900,,,,,,#Host,#Human,
bacdive,Phocaeicola,154497,Phocaeicola dorei,"CCUG 53893, JCM 13472",Human feces,Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,154497,,,,,,#Host,#Human,
bacdive,Phocaeicola,156943,Phocaeicola dorei,CCUG 67233,"Human blood,80-yr-old male",Sweden,Europe,#Infection,#Patient,
bacdive,Phocaeicola,156943,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Phocaeicola,156943,,,,,,#Host,#Human,#Male
bacdive,Phocaeicola,156947,Phocaeicola dorei,CCUG 67275,"Human blood,75-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Phocaeicola,156947,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Phocaeicola,156947,,,,,,#Host,#Human,#Male
bacdive,Phocaeicola,155796,Phocaeicola sartorii,"CCUG 59335, JCM 16497",Chinchilla feces###Chinchilla feces (Chinchilla lanigera),Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,155796,,,,,,#Host,#Mammals,#Rodentia (Other)
bacdive,Phocaeicola,148410,Phocaeicola vulgatus,CCUG 35393 A,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Phocaeicola,148410,,,,,,#Host,#Human,
bacdive,Phocaeicola,149066,Phocaeicola vulgatus,CCUG 36807,"Human blood,suspected endocarditis",Sweden,Europe,#Infection,#Patient,
bacdive,Phocaeicola,149066,,,,,,#Infection,#Inflammation,
bacdive,Phocaeicola,149066,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Phocaeicola,149066,,,,,,#Host,#Human,
bacdive,Phocaeicola,150373,Phocaeicola vulgatus,CCUG 39752,"Human lymph node,57-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Phocaeicola,150373,,,,,,#Host Body-Site,#Organ,#Lymph node
bacdive,Phocaeicola,150373,,,,,,#Host,#Human,#Female
bacdive,Phocaeicola,157017,Phocaeicola vulgatus,CCUG 68662,"Human feces,healthy individual",United Kingdom,Europe,#Infection,#Patient,
bacdive,Phocaeicola,157017,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,157017,,,,,,#Host,#Human,
bacdive,Phocaeicola,18135,Phocaeicola abscessus,"DSM 21584, CCUG 55929, CSUR P22, JCM 16570",Human brain abscess sample###human brain abscess,France,Europe,#Infection,#Patient,
bacdive,Phocaeicola,18135,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Phocaeicola,18135,,,,,,#Host Body-Site,#Organ,#Brain
bacdive,Phocaeicola,18135,,,,,,#Host,#Human,
bacdive,Phocaeicola,1614,Phocaeicola barnesiae,"DSM 18169, JCM 13652, CCUG 54636","Chicken cecum###Chicken caecum,healthy animal###chicken caecum",Japan,Asia,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Phocaeicola,1614,,,,,,#Host,#Birds,#Chicken
bacdive,Phocaeicola,1608,Phocaeicola coprocola,"DSM 17136, JCM 12979, CCUG 54635",human feces,Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,1608,,,,,,#Host,#Human,
bacdive,Phocaeicola,1622,Phocaeicola coprophilus,"CCUG 55424, CB 42, DSM 18228, JCM 13818",Human feces###human faeces,Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,1622,,,,,,#Host,#Human,
bacdive,Phocaeicola,1612,Phocaeicola dorei,"DSM 17855, JCM 13471, CCUG 53892",human feces,Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,1612,,,,,,#Host,#Human,
bacdive,Phocaeicola,1611,Phocaeicola massiliensis,"DSM 17679, CCUG 48901, CIP 107942, JCM 13223","Human blood,newborn###blood culture of a newborn",France,Europe,#Infection,#Patient,#Blood culture
bacdive,Phocaeicola,1611,,,,,,#Infection,#Patient,
bacdive,Phocaeicola,1625,Phocaeicola paurosaccharolyticus,"DSM 21004, JCM 15092",Methanogenic reactor treating waste from cattle farms###rice-straw residue from a methanogenic fermenter treating cattle waste,Japan,Asia,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Phocaeicola,1625,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
bacdive,Phocaeicola,1625,,,,,,#Engineered,#Waste,
bacdive,Phocaeicola,1625,,,,,,#Engineered,#Bioreactor,
bacdive,Phocaeicola,1607,Phocaeicola plebeius,"CCUG 54634, DSM 17135, JCM 12973",Human faeces###human feces,Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,1607,,,,,,#Host,#Human,
bacdive,Phocaeicola,1615,Phocaeicola salanitronis,"CCUG 60908, DSM 18170, JCM 13657","Chicken cecum###Chicken caecum,healthy animal###chicken caecum",Japan,Asia,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Phocaeicola,1615,,,,,,#Host,#Birds,#Chicken
bacdive,Phocaeicola,1627,Phocaeicola sartorii,"DSM 21941, CCUG 57211, JCM 17136",Mouse cecal samples###Mouse intestine###caecum of a 5-week-old male heterozygous TNF<sup>deltaARE</sup> C57BL/6 mouse,Germany,Europe,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Phocaeicola,1627,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Phocaeicola,131626,Phocaeicola sp.,DSM 102146,faeces from healthy human,United Kingdom,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,131626,,,,,,#Host,#Human,
bacdive,Phocaeicola,1588,Phocaeicola vulgatus,DSM 9670,clinical specimen,United Kingdom,Europe,#Infection,#Medical environment,#Clinic
bacdive,Phocaeicola,1588,,,,,,#Infection,#Patient,#Specimen
bacdive,Phocaeicola,1601,Phocaeicola vulgatus,"DSM 1447, ATCC 8482, CCUG 4940, JCM 5826, BCRC 12903, CIP 103714, IAM 14520, IFO 14291, LMG 7956, NBRC 14291, NCTC 11154",Human feces###human faeces,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,1601,,,,,,#Host,#Human,
bacdive,Phocaeicola,1602,Phocaeicola vulgatus,"CCUG 12546, KCTC 2639, DSM 3289, ATCC 29327, WAL 1887",Human retroperitoneal abscess###retroperitoneal abscess,,,#Host Body-Site,#Other,#Abscess
bacdive,Phocaeicola,1602,,,,,,#Host Body-Site,#Other,#Abdomen
bacdive,Phocaeicola,130883,Phocaeicola vulgatus,DSM 28735,caecal content; TNF<sup>deltaARE/+</sup> C57BL/6 mouse,Germany,Europe,#Host Body Product,#Gastrointestinal tract,#Caecal content
bacdive,Phocaeicola,130883,,,,,,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Phocaeicola,130883,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Phocaeicola,157626,Phocaeicola vulgatus,DSM 108222,human faeces,United Kingdom,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,157626,,,,,,#Host,#Human,
bacdive,Phocaeicola,157627,Phocaeicola vulgatus,DSM 108228,human faeces,United Kingdom,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,157627,,,,,,#Host,#Human,
bacdive,Phocaeicola,157628,Phocaeicola vulgatus,DSM 108234,human faeces,United Kingdom,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Phocaeicola,157628,,,,,,#Host,#Human,
bacdive,Phocaeicola,158887,Phocaeicola vulgatus,DSM 107446,"feces; pig, 8 weeks old, wild type",Germany,Europe,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Phocaeicola,158887,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,146302,Limosilactobacillus coleohominis,CCUG 30840,"Human urine,45-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,146302,,,,,,#Host Body Product,#Fluids,#Urine
bacdive,Limosilactobacillus,146302,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,151443,Limosilactobacillus coleohominis,CCUG 44087,"Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,151443,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,151443,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,151511,Limosilactobacillus coleohominis,CCUG 44174,"Human cervix,premature labor",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,151511,,,,,,#Host Body-Site,#Urogenital tract,
bacdive,Limosilactobacillus,151511,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,155859,Limosilactobacillus coleohominis,CCUG 59480,Human vagina,Belgium,Europe,#Host,#Human,#Female
bacdive,Limosilactobacillus,155859,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,143666,Limosilactobacillus fermentum,CCUG 20883,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,143666,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,143667,Limosilactobacillus fermentum,CCUG 20884,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,143667,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,143869,Limosilactobacillus fermentum,CCUG 21673,"Human blood,newborn,fatal infection",Sweden,Europe,#Host,#Human,#Child
bacdive,Limosilactobacillus,143869,,,,,,#Infection,#Patient,
bacdive,Limosilactobacillus,143869,,,,,,#Infection,#Disease,
bacdive,Limosilactobacillus,143869,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,143869,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,145055,Limosilactobacillus fermentum,CCUG 27530 A,Human wound,Sweden,Europe,#Host Body-Site,#Other,#Wound
bacdive,Limosilactobacillus,145055,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,146153,Limosilactobacillus fermentum,CCUG 30470 A,"Human trachea,prosthesis",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,146153,,,,,,#Host Body-Site,#Oral cavity and airways,
bacdive,Limosilactobacillus,146153,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,146319,Limosilactobacillus fermentum,"CCUG 30889, NCIMB 12117","'Ogi',a fermented corn product",,,#Engineered,#Food production,#Fermented
bacdive,Limosilactobacillus,146319,,,,,,#Engineered,#Food production,#Vegetable (incl. Grains)
bacdive,Limosilactobacillus,147018,Limosilactobacillus fermentum,CCUG 32654,"Human lung,autopsy",Sweden,Europe,#Infection,#Patient,#Biopsy
bacdive,Limosilactobacillus,147018,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Limosilactobacillus,147018,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,147023,Limosilactobacillus fermentum,CCUG 32662,"Human bronchus,suspected pneumonia",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,147023,,,,,,#Infection,#Inflammation,
bacdive,Limosilactobacillus,147023,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Limosilactobacillus,147023,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,147604,Limosilactobacillus fermentum,CCUG 33868 B,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,147604,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,148206,Limosilactobacillus fermentum,CCUG 35037,Industrial fermentation process,Sweden,Europe,#Engineered,#Industrial,#Industrial production
bacdive,Limosilactobacillus,149731,Limosilactobacillus fermentum,CCUG 38292 A,Human,Sweden,Europe,#Host,#Human,
bacdive,Limosilactobacillus,149740,Limosilactobacillus fermentum,CCUG 38306,"Human infection,86-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,149740,,,,,,#Infection,#Disease,
bacdive,Limosilactobacillus,149740,,,,,,#Host,#Human,#Male
bacdive,Limosilactobacillus,152789,Limosilactobacillus fermentum,CCUG 47616 A,"Human pleural fluid,62-yr-old woman,empyema",Norway,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,152789,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Limosilactobacillus,152789,,,,,,#Host Body Product,#Oral cavity and Airways,#Pleural fluid
bacdive,Limosilactobacillus,152789,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,152947,Limosilactobacillus fermentum,CCUG 48099,"Human blood,97-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,152947,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,152947,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,153512,Limosilactobacillus fermentum,CCUG 49999,"Human pleural fluid,75-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,153512,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Limosilactobacillus,153512,,,,,,#Host Body Product,#Oral cavity and Airways,#Pleural fluid
bacdive,Limosilactobacillus,153512,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,154126,Limosilactobacillus fermentum,CCUG 52483,"Human feces,healthy elderly Italian individuals",Italy,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,154126,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,154126,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,154865,Limosilactobacillus fermentum,CCUG 55467,"Human pneumonia,46-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,154865,,,,,,#Infection,#Inflammation,
bacdive,Limosilactobacillus,154865,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Limosilactobacillus,154865,,,,,,#Host,#Human,#Male
bacdive,Limosilactobacillus,155138,Limosilactobacillus fermentum,CCUG 56563,Industry,Sweden,Europe,#Engineered,#Industrial,
bacdive,Limosilactobacillus,156183,Limosilactobacillus fermentum,CCUG 60642,"Human blood,newborn",Sweden,Europe,#Host,#Human,#Child
bacdive,Limosilactobacillus,156183,,,,,,#Infection,#Patient,
bacdive,Limosilactobacillus,156183,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,156183,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,156402,Limosilactobacillus fermentum,CCUG 61585,"Human wound,57-yr-old woman,mediastinum",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,156402,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Limosilactobacillus,156402,,,,,,#Host Body-Site,#Other,#Thoracic segment
bacdive,Limosilactobacillus,156402,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,156807,Limosilactobacillus fermentum,CCUG 65498 Q,"Human blood,35-yr-old female",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,156807,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,156807,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,156996,Limosilactobacillus fermentum,CCUG 68380,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,156996,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,138355,Limosilactobacillus mucosae,"CIP 106486, CCUG 43181","Pig small intestine,newly slaughtered",Sweden,Europe,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,138355,,,,,,#Host Body-Site,#Gastrointestinal tract,#Small intestine
bacdive,Limosilactobacillus,138356,Limosilactobacillus mucosae,"CIP 106487, CCUG 43182","Pig small intestine,newly slaughtered",Sweden,Europe,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,138356,,,,,,#Host Body-Site,#Gastrointestinal tract,#Small intestine
bacdive,Limosilactobacillus,150830,Limosilactobacillus mucosae,CCUG 42508,Sheep laryngeal abscess,United Kingdom,Europe,#Host Body-Site,#Other,#Abscess
bacdive,Limosilactobacillus,150830,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
bacdive,Limosilactobacillus,155867,Limosilactobacillus oris,CCUG 59488,Human vagina,Belgium,Europe,#Host,#Human,#Female
bacdive,Limosilactobacillus,155867,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,155023,Limosilactobacillus pontis,CCUG 56128,Industry,Sweden,Europe,#Engineered,#Industrial,
bacdive,Limosilactobacillus,146855,Limosilactobacillus reuteri,CCUG 32271,Mouse gut,Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,
bacdive,Limosilactobacillus,146855,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,146864,Limosilactobacillus reuteri,CCUG 32305,"Human blood,70-ym,aorta graft,intestine fistulae ?",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,146864,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,146864,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,148204,Limosilactobacillus reuteri,CCUG 35034,"Human blood,77-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,148204,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,148204,,,,,,#Host,#Human,#Male
bacdive,Limosilactobacillus,149311,Limosilactobacillus reuteri,CCUG 37470,Murine gut,Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,
bacdive,Limosilactobacillus,149311,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,151370,Limosilactobacillus reuteri,CCUG 44001,"Human vagina,fornix,36-yr-old healthy subject",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,151370,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,151370,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,151491,Limosilactobacillus reuteri,CCUG 44144,"Human vagina,fornix,22-yr-old healthy subject",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,151491,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,151491,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,152868,Limosilactobacillus reuteri,CCUG 47824,"Human blood,55-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,152868,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,152868,,,,,,#Host,#Human,#Female
bacdive,Limosilactobacillus,155863,Limosilactobacillus reuteri,CCUG 59484,Human vagina,Belgium,Europe,#Host,#Human,#Female
bacdive,Limosilactobacillus,155863,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,151029,Limosilactobacillus vaginalis,CCUG 43100,"Human blood,30-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,151029,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Limosilactobacillus,151029,,,,,,#Host,#Human,#Male
bacdive,Limosilactobacillus,151390,Limosilactobacillus vaginalis,CCUG 44032,"Human vagina,fornix,healthy",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,151390,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,151390,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,151475,Limosilactobacillus vaginalis,CCUG 44123,"Human vagina,fornix,43-yr-old healthy subject",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,151475,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,151475,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,151485,Limosilactobacillus vaginalis,CCUG 44134,"Human vagina,fornix,vaginosis",Sweden,Europe,#Host,#Human,#Female
bacdive,Limosilactobacillus,151485,,,,,,#Infection,#Patient,
bacdive,Limosilactobacillus,151485,,,,,,#Infection,#Disease,
bacdive,Limosilactobacillus,151485,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,152352,Limosilactobacillus vaginalis,CCUG 46513,"Porcine tonsil,piglet 2 weeks of age",Belgium,Europe,#Host Body-Site,#Oral cavity and airways,
bacdive,Limosilactobacillus,152352,,,,,,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,152353,Limosilactobacillus vaginalis,CCUG 46514,"Porcine tonsil,piglet 2 weeks of age",Belgium,Europe,#Host Body-Site,#Oral cavity and airways,
bacdive,Limosilactobacillus,152353,,,,,,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,156986,Limosilactobacillus vaginalis,CCUG 68175,"Human drainage fluid,41-yr-old male",Sweden,Europe,#Infection,#Patient,
bacdive,Limosilactobacillus,156986,,,,,,#Host Body Product,#Fluids,
bacdive,Limosilactobacillus,156986,,,,,,#Host,#Human,#Male
bacdive,Limosilactobacillus,6613,Limosilactobacillus antri,"DSM 16041, CCUG 48456, CIP 109960, LMG 22111, JCM 15950","Human stomach mucosa###Human stomach biopsy,mucosa of healthy individual###gastric biopsies, human stomach mucosa",Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,#Stomach
bacdive,Limosilactobacillus,6613,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6613,,,,,,#Infection,#Patient,#Biopsy
bacdive,Limosilactobacillus,6614,Limosilactobacillus antri,"DSM 16042, CCUG 48457, LMG 22112","Human stomach biopsy,mucosa of healthy individual###gastric biopsies, human stomach mucosa",Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,#Stomach
bacdive,Limosilactobacillus,6614,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6614,,,,,,#Infection,#Patient,#Biopsy
bacdive,Limosilactobacillus,140356,Limosilactobacillus caviae,"DSM 100239, CCM 8609, LMG 28780",oral cavity of a 10-month-old male home-bred guinea pig###oral cavity of a guinea pig (<i>Cavia aperea</i> f. <i>porcellus</i>),Czech Republic,Europe,#Host Body-Site,#Oral cavity and airways,
bacdive,Limosilactobacillus,140356,,,,,,#Host,#Mammals,#Rodentia (Other)
bacdive,Limosilactobacillus,6587,Limosilactobacillus coleohominis,"LMG 21591, JCM 11550, DSM 14060, CCUG 44007, CIP 106820, KCTC 21007","Vagina of healthy woman###Human vagina,fornix,healthy 31-yr-old subject###human vagina",Sweden,Europe,#Host,#Human,#Female
bacdive,Limosilactobacillus,6587,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,6678,Limosilactobacillus equigenerosi,"DSM 18793, JCM 14505, NRIC 0697, CIP 109834",Feaces of thoroughbred racehorses###thoroughbred horses,Japan,Asia,#Host,#Mammals,#Equidae (Horse)
bacdive,Limosilactobacillus,6457,Limosilactobacillus fermentum,DSM 20049,vegetable juice,,,#Host Body Product,#Plant,#Juice (natural)
bacdive,Limosilactobacillus,6457,,,,,,#Host Body-Site,#Plant,#Fruit (Seed)
bacdive,Limosilactobacillus,6457,,,,,,#Host,#Plants,
bacdive,Limosilactobacillus,6457,,,,,,#Engineered,#Food production,#Beverage
bacdive,Limosilactobacillus,6458,Limosilactobacillus fermentum,"DSM 20052, ATCC 14931, NCDO 1750, CCUG 30138, LMG 6902, JCM 1173, BCRC 12190, CECT 4007, CIP 102980, IFO 15885, KCTC 3112, NBRC 15885, NCIMB 11840, NRIC 1752, NRRL B-4524, VTT E-93489",Fermented beets (Beta vulgaris)###fermented beets,,,#Engineered,#Food production,
bacdive,Limosilactobacillus,6459,Limosilactobacillus fermentum,"DSM 20055, ATCC 11739, NCDO 928, JCM 1137, BCRC 12194, CECT 562, CIP 102981, JCM 12530, LMG 9846, NCFB 928, NRRL B-1840",saliva,,,#Host Body Product,#Oral cavity and Airways,#Saliva
bacdive,Limosilactobacillus,6576,Limosilactobacillus frumenti,"CCUG 56446, CIP 106922, JCM 11122, DSM 13145, LMG 19473, TMW 1.666",rye-bran sourdough,Germany,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Limosilactobacillus,6576,,,,,,#Engineered,#Food production,#Food
bacdive,Limosilactobacillus,6617,Limosilactobacillus gastricus,"DSM 16045, CCUG 48454, LMG 22113, CIP 109873, JCM 15952","Human stomach mucosa###Human stomach biopsy,mucosa of healthy individual###gastric biopsies, human stomach mucosa",Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,#Stomach
bacdive,Limosilactobacillus,6617,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6617,,,,,,#Infection,#Patient,#Biopsy
bacdive,Limosilactobacillus,6618,Limosilactobacillus gastricus,"DSM 16046, CCUG 48455, LMG 22488","Human stomach biopsy,mucosa of healthy individual###gastric biopsies, human stomach mucosa",Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,#Stomach
bacdive,Limosilactobacillus,6618,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6618,,,,,,#Infection,#Patient,#Biopsy
